"","State","Date","WindGustSpeed","WindCata"
"16056","South Australia","2008-07-06",52,"Safe"
"16057","South Australia","2008-07-07",46,"Safe"
"16058","South Australia","2008-07-08",43,"Safe"
"16059","South Australia","2008-07-09",41,"Safe"
"16060","South Australia","2008-07-10",52,"Safe"
"16061","South Australia","2008-07-11",28,"Safe"
"16062","South Australia","2008-07-12",48,"Safe"
"16063","South Australia","2008-07-13",54,"Safe"
"16064","South Australia","2008-07-14",48,"Safe"
"16065","South Australia","2008-07-15",43,"Safe"
"16066","South Australia","2008-07-16",39,"Safe"
"16067","South Australia","2008-07-17",44,"Safe"
"16068","South Australia","2008-07-18",39,"Safe"
"16069","South Australia","2008-07-19",52,"Safe"
"16070","South Australia","2008-07-20",46,"Safe"
"16071","South Australia","2008-07-21",41,"Safe"
"16072","South Australia","2008-07-22",20,"Safe"
"16073","South Australia","2008-07-23",19,"Safe"
"16074","South Australia","2008-07-24",28,"Safe"
"16075","South Australia","2008-07-25",30,"Safe"
"16076","South Australia","2008-07-26",35,"Safe"
"16077","South Australia","2008-07-27",37,"Safe"
"16078","South Australia","2008-07-28",22,"Safe"
"16079","South Australia","2008-07-29",56,"Safe"
"16080","South Australia","2008-07-30",28,"Safe"
"16081","South Australia","2008-07-31",69,"MinorHazard"
"16082","South Australia","2008-08-01",74,"MinorHazard"
"16083","South Australia","2008-08-02",31,"Safe"
"16084","South Australia","2008-08-03",39,"Safe"
"16085","South Australia","2008-08-04",31,"Safe"
"16086","South Australia","2008-08-05",26,"Safe"
"16087","South Australia","2008-08-06",48,"Safe"
"16088","South Australia","2008-08-07",43,"Safe"
"16089","South Australia","2008-08-08",41,"Safe"
"16090","South Australia","2008-08-09",61,"Safe"
"16091","South Australia","2008-08-10",48,"Safe"
"16092","South Australia","2008-08-11",37,"Safe"
"16093","South Australia","2008-08-12",46,"Safe"
"16094","South Australia","2008-08-13",28,"Safe"
"16095","South Australia","2008-08-14",35,"Safe"
"16096","South Australia","2008-08-15",43,"Safe"
"16097","South Australia","2008-08-16",33,"Safe"
"16098","South Australia","2008-08-17",39,"Safe"
"16099","South Australia","2008-08-18",30,"Safe"
"16100","South Australia","2008-08-19",39,"Safe"
"16101","South Australia","2008-08-20",43,"Safe"
"16102","South Australia","2008-08-21",57,"Safe"
"16103","South Australia","2008-08-22",37,"Safe"
"16104","South Australia","2008-08-23",24,"Safe"
"16105","South Australia","2008-08-24",20,"Safe"
"16106","South Australia","2008-08-26",31,"Safe"
"16107","South Australia","2008-08-27",28,"Safe"
"16108","South Australia","2008-08-28",24,"Safe"
"16109","South Australia","2008-08-29",31,"Safe"
"16110","South Australia","2008-08-30",48,"Safe"
"16111","South Australia","2008-08-31",50,"Safe"
"16112","South Australia","2008-09-01",44,"Safe"
"16113","South Australia","2008-09-02",30,"Safe"
"16114","South Australia","2008-09-03",37,"Safe"
"16115","South Australia","2008-09-04",35,"Safe"
"16116","South Australia","2008-09-05",28,"Safe"
"16117","South Australia","2008-09-06",37,"Safe"
"16118","South Australia","2008-09-07",39,"Safe"
"16119","South Australia","2008-09-08",31,"Safe"
"16120","South Australia","2008-09-09",22,"Safe"
"16121","South Australia","2008-09-10",31,"Safe"
"16122","South Australia","2008-09-11",41,"Safe"
"16123","South Australia","2008-09-12",44,"Safe"
"16124","South Australia","2008-09-13",57,"Safe"
"16125","South Australia","2008-09-14",52,"Safe"
"16126","South Australia","2008-09-15",74,"MinorHazard"
"16127","South Australia","2008-09-16",39,"Safe"
"16128","South Australia","2008-09-17",41,"Safe"
"16129","South Australia","2008-09-18",44,"Safe"
"16130","South Australia","2008-09-19",35,"Safe"
"16131","South Australia","2008-09-20",43,"Safe"
"16132","South Australia","2008-09-21",35,"Safe"
"16133","South Australia","2008-09-22",65,"MinorHazard"
"16134","South Australia","2008-09-23",35,"Safe"
"16135","South Australia","2008-09-24",28,"Safe"
"16136","South Australia","2008-09-25",41,"Safe"
"16137","South Australia","2008-09-26",39,"Safe"
"16138","South Australia","2008-09-27",65,"MinorHazard"
"16139","South Australia","2008-09-28",39,"Safe"
"16140","South Australia","2008-09-29",31,"Safe"
"16141","South Australia","2008-09-30",39,"Safe"
"16142","South Australia","2008-10-01",65,"MinorHazard"
"16143","South Australia","2008-10-02",28,"Safe"
"16144","South Australia","2008-10-03",31,"Safe"
"16145","South Australia","2008-10-04",31,"Safe"
"16146","South Australia","2008-10-05",33,"Safe"
"16147","South Australia","2008-10-08",30,"Safe"
"16148","South Australia","2008-10-09",28,"Safe"
"16149","South Australia","2008-10-10",28,"Safe"
"16150","South Australia","2008-10-11",35,"Safe"
"16151","South Australia","2008-10-12",54,"Safe"
"16152","South Australia","2008-10-13",39,"Safe"
"16153","South Australia","2008-10-14",37,"Safe"
"16154","South Australia","2008-10-15",35,"Safe"
"16155","South Australia","2008-10-16",26,"Safe"
"16156","South Australia","2008-10-17",30,"Safe"
"16157","South Australia","2008-10-18",30,"Safe"
"16158","South Australia","2008-10-19",35,"Safe"
"16159","South Australia","2008-10-20",33,"Safe"
"16160","South Australia","2008-10-21",35,"Safe"
"16161","South Australia","2008-10-22",31,"Safe"
"16162","South Australia","2008-10-23",26,"Safe"
"16163","South Australia","2008-10-24",35,"Safe"
"16164","South Australia","2008-10-25",41,"Safe"
"16165","South Australia","2008-10-26",50,"Safe"
"16166","South Australia","2008-10-27",35,"Safe"
"16167","South Australia","2008-10-28",43,"Safe"
"16168","South Australia","2008-10-29",46,"Safe"
"16169","South Australia","2008-10-30",46,"Safe"
"16170","South Australia","2008-10-31",46,"Safe"
"16171","South Australia","2008-11-01",39,"Safe"
"16172","South Australia","2008-11-02",44,"Safe"
"16173","South Australia","2008-11-03",39,"Safe"
"16174","South Australia","2008-11-04",44,"Safe"
"16175","South Australia","2008-11-05",44,"Safe"
"16176","South Australia","2008-11-06",50,"Safe"
"16177","South Australia","2008-11-07",56,"Safe"
"16178","South Australia","2008-11-08",48,"Safe"
"16179","South Australia","2008-11-09",30,"Safe"
"16180","South Australia","2008-11-10",24,"Safe"
"16181","South Australia","2008-11-11",39,"Safe"
"16182","South Australia","2008-11-12",44,"Safe"
"16183","South Australia","2008-11-13",44,"Safe"
"16184","South Australia","2008-11-14",41,"Safe"
"16185","South Australia","2008-11-15",43,"Safe"
"16186","South Australia","2008-11-16",39,"Safe"
"16187","South Australia","2008-11-17",41,"Safe"
"16188","South Australia","2008-11-18",41,"Safe"
"16189","South Australia","2008-11-20",35,"Safe"
"16190","South Australia","2008-11-21",54,"Safe"
"16191","South Australia","2008-11-22",54,"Safe"
"16192","South Australia","2008-11-23",39,"Safe"
"16193","South Australia","2008-11-24",44,"Safe"
"16194","South Australia","2008-11-25",50,"Safe"
"16195","South Australia","2008-11-26",33,"Safe"
"16196","South Australia","2008-11-27",37,"Safe"
"16197","South Australia","2008-11-28",41,"Safe"
"16198","South Australia","2008-11-29",41,"Safe"
"16199","South Australia","2008-11-30",41,"Safe"
"16200","South Australia","2008-12-01",61,"Safe"
"16201","South Australia","2008-12-02",50,"Safe"
"16202","South Australia","2008-12-03",43,"Safe"
"16203","South Australia","2008-12-04",50,"Safe"
"16204","South Australia","2008-12-05",63,"MinorHazard"
"16205","South Australia","2008-12-06",57,"Safe"
"16206","South Australia","2008-12-07",43,"Safe"
"16207","South Australia","2008-12-08",35,"Safe"
"16208","South Australia","2008-12-09",39,"Safe"
"16209","South Australia","2008-12-10",50,"Safe"
"16210","South Australia","2008-12-11",41,"Safe"
"16211","South Australia","2008-12-12",59,"Safe"
"16212","South Australia","2008-12-13",63,"MinorHazard"
"16213","South Australia","2008-12-14",41,"Safe"
"16214","South Australia","2008-12-15",46,"Safe"
"16215","South Australia","2008-12-16",43,"Safe"
"16216","South Australia","2008-12-17",31,"Safe"
"16217","South Australia","2008-12-18",50,"Safe"
"16218","South Australia","2008-12-19",41,"Safe"
"16219","South Australia","2008-12-20",43,"Safe"
"16220","South Australia","2008-12-21",43,"Safe"
"16221","South Australia","2008-12-22",54,"Safe"
"16222","South Australia","2008-12-23",35,"Safe"
"16223","South Australia","2008-12-24",46,"Safe"
"16224","South Australia","2008-12-25",33,"Safe"
"16225","South Australia","2008-12-26",30,"Safe"
"16226","South Australia","2008-12-27",39,"Safe"
"16227","South Australia","2008-12-28",56,"Safe"
"16228","South Australia","2008-12-29",48,"Safe"
"16229","South Australia","2008-12-30",59,"Safe"
"16230","South Australia","2008-12-31",52,"Safe"
"16231","South Australia","2009-01-01",61,"Safe"
