"","State","Date","WindGustSpeed","WindCata"
"24388","Northern Territory","2014-08-27",52,"Safe"
"24389","Northern Territory","2014-08-28",50,"Safe"
"24390","Northern Territory","2014-08-29",44,"Safe"
"24391","Northern Territory","2014-08-30",41,"Safe"
"24392","Northern Territory","2014-08-31",41,"Safe"
"24393","Northern Territory","2014-09-01",43,"Safe"
"24394","Northern Territory","2014-09-02",50,"Safe"
"24395","Northern Territory","2014-09-03",41,"Safe"
"24396","Northern Territory","2014-09-04",50,"Safe"
"24397","Northern Territory","2014-09-05",35,"Safe"
"24398","Northern Territory","2014-09-06",39,"Safe"
"24399","Northern Territory","2014-09-07",43,"Safe"
"24400","Northern Territory","2014-09-08",70,"MinorHazard"
"24401","Northern Territory","2014-09-09",48,"Safe"
"24402","Northern Territory","2014-09-10",43,"Safe"
"24403","Northern Territory","2014-09-11",46,"Safe"
"24404","Northern Territory","2014-09-12",50,"Safe"
"24405","Northern Territory","2014-09-13",54,"Safe"
"24406","Northern Territory","2014-09-14",48,"Safe"
"24407","Northern Territory","2014-09-15",35,"Safe"
"24408","Northern Territory","2014-09-16",46,"Safe"
"24409","Northern Territory","2014-09-17",52,"Safe"
"24410","Northern Territory","2014-09-18",76,"MinorHazard"
"24411","Northern Territory","2014-09-19",54,"Safe"
"24412","Northern Territory","2014-09-20",52,"Safe"
"24413","Northern Territory","2014-09-21",56,"Safe"
"24414","Northern Territory","2014-09-22",50,"Safe"
"24415","Northern Territory","2014-09-23",56,"Safe"
"24416","Northern Territory","2014-09-24",44,"Safe"
"24417","Northern Territory","2014-09-25",41,"Safe"
"24418","Northern Territory","2014-09-26",48,"Safe"
"24419","Northern Territory","2014-09-27",41,"Safe"
"24420","Northern Territory","2014-09-28",44,"Safe"
"24421","Northern Territory","2014-09-29",44,"Safe"
"24422","Northern Territory","2014-09-30",41,"Safe"
"24423","Northern Territory","2014-10-01",52,"Safe"
"24424","Northern Territory","2014-10-02",50,"Safe"
"24425","Northern Territory","2014-10-03",56,"Safe"
"24426","Northern Territory","2014-10-04",44,"Safe"
"24427","Northern Territory","2014-10-05",48,"Safe"
"24428","Northern Territory","2014-10-06",56,"Safe"
"24429","Northern Territory","2014-10-07",52,"Safe"
"24430","Northern Territory","2014-10-08",50,"Safe"
"24431","Northern Territory","2014-10-09",44,"Safe"
"24432","Northern Territory","2014-10-10",43,"Safe"
"24433","Northern Territory","2014-10-11",41,"Safe"
"24434","Northern Territory","2014-10-12",46,"Safe"
"24435","Northern Territory","2014-10-13",48,"Safe"
"24436","Northern Territory","2014-10-14",52,"Safe"
"24437","Northern Territory","2014-10-15",56,"Safe"
"24438","Northern Territory","2014-10-16",52,"Safe"
"24439","Northern Territory","2014-10-17",39,"Safe"
"24440","Northern Territory","2014-10-18",43,"Safe"
"24441","Northern Territory","2014-10-19",48,"Safe"
"24442","Northern Territory","2014-10-20",52,"Safe"
"24443","Northern Territory","2014-10-21",46,"Safe"
"24444","Northern Territory","2014-10-22",48,"Safe"
"24445","Northern Territory","2014-10-23",46,"Safe"
"24446","Northern Territory","2014-10-24",48,"Safe"
"24447","Northern Territory","2014-10-25",50,"Safe"
"24448","Northern Territory","2014-10-26",44,"Safe"
"24449","Northern Territory","2014-10-27",57,"Safe"
"24450","Northern Territory","2014-10-28",48,"Safe"
"24451","Northern Territory","2014-10-29",39,"Safe"
"24452","Northern Territory","2014-10-30",61,"Safe"
"24453","Northern Territory","2014-10-31",78,"MinorHazard"
"24454","Northern Territory","2014-11-01",50,"Safe"
"24455","Northern Territory","2014-11-02",46,"Safe"
"24456","Northern Territory","2014-11-03",85,"MinorHazard"
"24457","Northern Territory","2014-11-04",81,"MinorHazard"
"24458","Northern Territory","2014-11-05",63,"MinorHazard"
"24459","Northern Territory","2014-11-06",63,"MinorHazard"
"24460","Northern Territory","2014-11-07",48,"Safe"
"24461","Northern Territory","2014-11-08",44,"Safe"
"24462","Northern Territory","2014-11-09",48,"Safe"
"24463","Northern Territory","2014-11-10",56,"Safe"
"24464","Northern Territory","2014-11-11",48,"Safe"
"24465","Northern Territory","2014-11-12",67,"MinorHazard"
"24466","Northern Territory","2014-11-13",85,"MinorHazard"
"24467","Northern Territory","2014-11-14",50,"Safe"
"24468","Northern Territory","2014-11-15",52,"Safe"
"24469","Northern Territory","2014-11-16",43,"Safe"
"24470","Northern Territory","2014-11-17",39,"Safe"
"24471","Northern Territory","2014-11-18",37,"Safe"
"24472","Northern Territory","2014-11-19",56,"Safe"
"24473","Northern Territory","2014-11-20",52,"Safe"
"24474","Northern Territory","2014-11-21",54,"Safe"
"24475","Northern Territory","2014-11-22",76,"MinorHazard"
"24476","Northern Territory","2014-11-23",59,"Safe"
"24477","Northern Territory","2014-11-24",57,"Safe"
"24478","Northern Territory","2014-11-25",48,"Safe"
"24479","Northern Territory","2014-11-26",61,"Safe"
"24480","Northern Territory","2014-11-27",43,"Safe"
"24481","Northern Territory","2014-11-28",39,"Safe"
"24482","Northern Territory","2014-11-29",52,"Safe"
"24483","Northern Territory","2014-11-30",59,"Safe"
"24484","Northern Territory","2014-12-01",65,"MinorHazard"
"24485","Northern Territory","2014-12-02",59,"Safe"
"24486","Northern Territory","2014-12-03",57,"Safe"
"24487","Northern Territory","2014-12-04",57,"Safe"
"24488","Northern Territory","2014-12-05",87,"MinorHazard"
"24489","Northern Territory","2014-12-06",56,"Safe"
"24490","Northern Territory","2014-12-07",61,"Safe"
"24491","Northern Territory","2014-12-08",52,"Safe"
"24492","Northern Territory","2014-12-09",69,"MinorHazard"
"24493","Northern Territory","2014-12-10",91,"Damaging"
"24494","Northern Territory","2014-12-11",65,"MinorHazard"
"24495","Northern Territory","2014-12-12",43,"Safe"
"24496","Northern Territory","2014-12-13",46,"Safe"
"24497","Northern Territory","2014-12-14",46,"Safe"
"24498","Northern Territory","2014-12-15",87,"MinorHazard"
"24499","Northern Territory","2014-12-16",70,"MinorHazard"
"24500","Northern Territory","2014-12-17",74,"MinorHazard"
"24501","Northern Territory","2014-12-18",54,"Safe"
"24502","Northern Territory","2014-12-19",39,"Safe"
"24503","Northern Territory","2014-12-20",52,"Safe"
"24504","Northern Territory","2014-12-21",59,"Safe"
"24505","Northern Territory","2014-12-22",69,"MinorHazard"
"24506","Northern Territory","2014-12-23",46,"Safe"
"24507","Northern Territory","2014-12-24",41,"Safe"
"24508","Northern Territory","2014-12-25",50,"Safe"
"24509","Northern Territory","2014-12-26",54,"Safe"
"24510","Northern Territory","2014-12-27",52,"Safe"
"24511","Northern Territory","2014-12-28",39,"Safe"
"24512","Northern Territory","2014-12-29",52,"Safe"
"24513","Northern Territory","2014-12-30",48,"Safe"
"24514","Northern Territory","2014-12-31",76,"MinorHazard"
"24515","Northern Territory","2015-01-01",61,"Safe"
"24516","Northern Territory","2015-01-02",61,"Safe"
"24517","Northern Territory","2015-01-03",56,"Safe"
"24518","Northern Territory","2015-01-04",54,"Safe"
"24519","Northern Territory","2015-01-05",65,"MinorHazard"
"24520","Northern Territory","2015-01-06",54,"Safe"
"24521","Northern Territory","2015-01-07",63,"MinorHazard"
"24522","Northern Territory","2015-01-08",59,"Safe"
"24523","Northern Territory","2015-01-09",96,"Damaging"
"24524","Northern Territory","2015-01-10",78,"MinorHazard"
"24525","Northern Territory","2015-01-11",50,"Safe"
"24526","Northern Territory","2015-01-12",41,"Safe"
"24527","Northern Territory","2015-01-13",85,"MinorHazard"
"24528","Northern Territory","2015-01-14",54,"Safe"
"24529","Northern Territory","2015-01-15",44,"Safe"
"24530","Northern Territory","2015-01-16",48,"Safe"
"24531","Northern Territory","2015-01-17",56,"Safe"
"24532","Northern Territory","2015-01-18",39,"Safe"
"24533","Northern Territory","2015-01-19",44,"Safe"
"24534","Northern Territory","2015-01-20",52,"Safe"
"24535","Northern Territory","2015-01-21",56,"Safe"
"24536","Northern Territory","2015-01-22",56,"Safe"
"24537","Northern Territory","2015-01-23",56,"Safe"
"24538","Northern Territory","2015-01-24",50,"Safe"
"24539","Northern Territory","2015-01-25",50,"Safe"
"24540","Northern Territory","2015-01-26",43,"Safe"
"24541","Northern Territory","2015-01-27",48,"Safe"
"24542","Northern Territory","2015-01-28",48,"Safe"
"24543","Northern Territory","2015-01-29",44,"Safe"
"24544","Northern Territory","2015-01-30",48,"Safe"
"24545","Northern Territory","2015-01-31",44,"Safe"
"24546","Northern Territory","2015-02-01",41,"Safe"
"24547","Northern Territory","2015-02-02",67,"MinorHazard"
"24548","Northern Territory","2015-02-03",50,"Safe"
"24549","Northern Territory","2015-02-04",57,"Safe"
"24550","Northern Territory","2015-02-05",44,"Safe"
"24551","Northern Territory","2015-02-06",43,"Safe"
"24552","Northern Territory","2015-02-07",35,"Safe"
"24553","Northern Territory","2015-02-08",70,"MinorHazard"
"24554","Northern Territory","2015-02-09",57,"Safe"
"24555","Northern Territory","2015-02-10",65,"MinorHazard"
"24556","Northern Territory","2015-02-11",44,"Safe"
"24557","Northern Territory","2015-02-12",56,"Safe"
"24558","Northern Territory","2015-02-13",52,"Safe"
"24559","Northern Territory","2015-02-14",70,"MinorHazard"
"24560","Northern Territory","2015-02-15",50,"Safe"
"24561","Northern Territory","2015-02-16",57,"Safe"
"24562","Northern Territory","2015-02-17",44,"Safe"
"24563","Northern Territory","2015-02-18",52,"Safe"
"24564","Northern Territory","2015-02-19",52,"Safe"
"24565","Northern Territory","2015-02-20",59,"Safe"
"24566","Northern Territory","2015-02-21",54,"Safe"
"24567","Northern Territory","2015-02-22",50,"Safe"
"24568","Northern Territory","2015-02-23",52,"Safe"
"24569","Northern Territory","2015-02-24",54,"Safe"
"24570","Northern Territory","2015-02-25",39,"Safe"
"24571","Northern Territory","2015-02-26",41,"Safe"
"24572","Northern Territory","2015-02-27",48,"Safe"
"24573","Northern Territory","2015-02-28",46,"Safe"
"24574","Northern Territory","2015-03-01",85,"MinorHazard"
"24575","Northern Territory","2015-03-02",50,"Safe"
"24576","Northern Territory","2015-03-03",56,"Safe"
"24577","Northern Territory","2015-03-04",52,"Safe"
"24578","Northern Territory","2015-03-05",50,"Safe"
"24579","Northern Territory","2015-03-06",44,"Safe"
"24580","Northern Territory","2015-03-07",41,"Safe"
"24581","Northern Territory","2015-03-08",39,"Safe"
"24582","Northern Territory","2015-03-09",41,"Safe"
"24583","Northern Territory","2015-03-10",43,"Safe"
"24584","Northern Territory","2015-03-11",63,"MinorHazard"
"24585","Northern Territory","2015-03-12",56,"Safe"
"24586","Northern Territory","2015-03-13",48,"Safe"
"24587","Northern Territory","2015-03-14",41,"Safe"
"24588","Northern Territory","2015-03-15",56,"Safe"
"24589","Northern Territory","2015-03-16",46,"Safe"
"24590","Northern Territory","2015-03-17",43,"Safe"
"24591","Northern Territory","2015-03-18",37,"Safe"
"24592","Northern Territory","2015-03-19",59,"Safe"
"24593","Northern Territory","2015-03-20",59,"Safe"
"24594","Northern Territory","2015-03-21",59,"Safe"
"24595","Northern Territory","2015-03-22",57,"Safe"
"24596","Northern Territory","2015-03-23",44,"Safe"
"24597","Northern Territory","2015-03-24",52,"Safe"
"24598","Northern Territory","2015-03-25",39,"Safe"
"24599","Northern Territory","2015-03-26",46,"Safe"
"24600","Northern Territory","2015-03-27",46,"Safe"
"24601","Northern Territory","2015-03-28",39,"Safe"
"24602","Northern Territory","2015-03-29",43,"Safe"
"24603","Northern Territory","2015-03-30",44,"Safe"
"24604","Northern Territory","2015-03-31",39,"Safe"
"24605","Northern Territory","2015-04-01",44,"Safe"
"24606","Northern Territory","2015-04-02",41,"Safe"
"24607","Northern Territory","2015-04-03",46,"Safe"
"24608","Northern Territory","2015-04-04",41,"Safe"
"24609","Northern Territory","2015-04-05",44,"Safe"
"24610","Northern Territory","2015-04-06",48,"Safe"
"24611","Northern Territory","2015-04-07",46,"Safe"
"24612","Northern Territory","2015-04-08",44,"Safe"
"24613","Northern Territory","2015-04-09",41,"Safe"
"24614","Northern Territory","2015-04-10",35,"Safe"
"24615","Northern Territory","2015-04-11",33,"Safe"
"24616","Northern Territory","2015-04-12",28,"Safe"
"24617","Northern Territory","2015-04-13",52,"Safe"
"24618","Northern Territory","2015-04-14",41,"Safe"
"24619","Northern Territory","2015-04-15",35,"Safe"
"24620","Northern Territory","2015-04-16",52,"Safe"
"24621","Northern Territory","2015-04-17",39,"Safe"
"24622","Northern Territory","2015-04-18",41,"Safe"
"24623","Northern Territory","2015-04-19",50,"Safe"
"24624","Northern Territory","2015-04-20",57,"Safe"
"24625","Northern Territory","2015-04-21",57,"Safe"
"24626","Northern Territory","2015-04-22",39,"Safe"
"24627","Northern Territory","2015-04-23",52,"Safe"
"24628","Northern Territory","2015-04-24",39,"Safe"
"24629","Northern Territory","2015-04-25",44,"Safe"
"24630","Northern Territory","2015-04-26",39,"Safe"
"24631","Northern Territory","2015-04-27",48,"Safe"
"24632","Northern Territory","2015-04-28",52,"Safe"
"24633","Northern Territory","2015-04-29",46,"Safe"
"24634","Northern Territory","2015-04-30",48,"Safe"
"24635","Northern Territory","2015-05-01",39,"Safe"
"24636","Northern Territory","2015-05-02",31,"Safe"
"24637","Northern Territory","2015-05-03",26,"Safe"
"24638","Northern Territory","2015-05-04",44,"Safe"
"24639","Northern Territory","2015-05-05",48,"Safe"
"24640","Northern Territory","2015-05-06",46,"Safe"
"24641","Northern Territory","2015-05-07",50,"Safe"
"24642","Northern Territory","2015-05-08",52,"Safe"
"24643","Northern Territory","2015-05-09",35,"Safe"
"24644","Northern Territory","2015-05-10",43,"Safe"
"24645","Northern Territory","2015-05-11",46,"Safe"
"24646","Northern Territory","2015-05-12",37,"Safe"
"24647","Northern Territory","2015-05-13",54,"Safe"
"24648","Northern Territory","2015-05-14",59,"Safe"
"24649","Northern Territory","2015-05-15",54,"Safe"
"24650","Northern Territory","2015-05-16",54,"Safe"
"24651","Northern Territory","2015-05-17",39,"Safe"
"24652","Northern Territory","2015-05-18",39,"Safe"
"24653","Northern Territory","2015-05-19",37,"Safe"
"24654","Northern Territory","2015-05-20",35,"Safe"
"24655","Northern Territory","2015-05-21",39,"Safe"
"24656","Northern Territory","2015-05-22",67,"MinorHazard"
"24657","Northern Territory","2015-05-23",43,"Safe"
"24658","Northern Territory","2015-05-24",41,"Safe"
"24659","Northern Territory","2015-05-25",35,"Safe"
"24660","Northern Territory","2015-05-26",39,"Safe"
"24661","Northern Territory","2015-05-27",44,"Safe"
"24662","Northern Territory","2015-05-28",35,"Safe"
"24663","Northern Territory","2015-05-29",46,"Safe"
"24664","Northern Territory","2015-05-30",57,"Safe"
"24665","Northern Territory","2015-05-31",39,"Safe"
"24666","Northern Territory","2015-06-01",50,"Safe"
"24667","Northern Territory","2015-06-02",48,"Safe"
"24668","Northern Territory","2015-06-03",54,"Safe"
"24669","Northern Territory","2015-06-04",33,"Safe"
"24670","Northern Territory","2015-06-05",48,"Safe"
"24671","Northern Territory","2015-06-06",50,"Safe"
"24672","Northern Territory","2015-06-07",46,"Safe"
"24673","Northern Territory","2015-06-08",41,"Safe"
"24674","Northern Territory","2015-06-09",43,"Safe"
"24675","Northern Territory","2015-06-10",48,"Safe"
"24676","Northern Territory","2015-06-11",46,"Safe"
"24677","Northern Territory","2015-06-12",43,"Safe"
"24678","Northern Territory","2015-06-13",43,"Safe"
"24679","Northern Territory","2015-06-14",33,"Safe"
"24680","Northern Territory","2015-06-15",33,"Safe"
"24681","Northern Territory","2015-06-16",39,"Safe"
"24682","Northern Territory","2015-06-17",48,"Safe"
"24683","Northern Territory","2015-06-18",48,"Safe"
"24684","Northern Territory","2015-06-19",39,"Safe"
"24685","Northern Territory","2015-06-20",37,"Safe"
"24686","Northern Territory","2015-06-21",46,"Safe"
"24687","Northern Territory","2015-06-22",39,"Safe"
"24688","Northern Territory","2015-06-23",39,"Safe"
"24689","Northern Territory","2015-06-24",39,"Safe"
"24690","Northern Territory","2015-06-25",54,"Safe"
"24691","Northern Territory","2015-06-26",54,"Safe"
"24692","Northern Territory","2015-06-27",41,"Safe"
"24693","Northern Territory","2015-06-28",39,"Safe"
"24694","Northern Territory","2015-06-29",35,"Safe"
"24695","Northern Territory","2015-06-30",37,"Safe"
"24696","Northern Territory","2015-07-01",43,"Safe"
"24697","Northern Territory","2015-07-02",56,"Safe"
"24698","Northern Territory","2015-07-03",41,"Safe"
"24699","Northern Territory","2015-07-04",44,"Safe"
"24700","Northern Territory","2015-07-05",44,"Safe"
"24701","Northern Territory","2015-07-06",50,"Safe"
"24702","Northern Territory","2015-07-07",44,"Safe"
"24703","Northern Territory","2015-07-08",46,"Safe"
"24704","Northern Territory","2015-07-09",52,"Safe"
"24705","Northern Territory","2015-07-10",37,"Safe"
"24706","Northern Territory","2015-07-11",46,"Safe"
"24707","Northern Territory","2015-07-12",46,"Safe"
"24708","Northern Territory","2015-07-13",52,"Safe"
"24709","Northern Territory","2015-07-14",48,"Safe"
"24710","Northern Territory","2015-07-15",41,"Safe"
"24711","Northern Territory","2015-07-16",46,"Safe"
"24712","Northern Territory","2015-07-17",50,"Safe"
"24713","Northern Territory","2015-07-18",44,"Safe"
"24714","Northern Territory","2015-07-19",44,"Safe"
"24715","Northern Territory","2015-07-20",39,"Safe"
"24716","Northern Territory","2015-07-21",46,"Safe"
"24717","Northern Territory","2015-07-22",31,"Safe"
"24718","Northern Territory","2015-07-23",52,"Safe"
"24719","Northern Territory","2015-07-24",41,"Safe"
"24720","Northern Territory","2015-07-25",35,"Safe"
"24721","Northern Territory","2015-07-26",41,"Safe"
"24722","Northern Territory","2015-07-27",57,"Safe"
"24723","Northern Territory","2015-07-28",48,"Safe"
"24724","Northern Territory","2015-07-29",46,"Safe"
"24725","Northern Territory","2015-07-30",50,"Safe"
"24726","Northern Territory","2015-07-31",50,"Safe"
"24727","Northern Territory","2015-08-01",46,"Safe"
"24728","Northern Territory","2015-08-02",41,"Safe"
"24729","Northern Territory","2015-08-03",46,"Safe"
"24730","Northern Territory","2015-08-04",48,"Safe"
"24731","Northern Territory","2015-08-05",43,"Safe"
"24732","Northern Territory","2015-08-06",44,"Safe"
"24733","Northern Territory","2015-08-07",44,"Safe"
"24734","Northern Territory","2015-08-08",43,"Safe"
"24735","Northern Territory","2015-08-09",46,"Safe"
"24736","Northern Territory","2015-08-10",41,"Safe"
"24737","Northern Territory","2015-08-11",41,"Safe"
"24738","Northern Territory","2015-08-12",41,"Safe"
"24739","Northern Territory","2015-08-13",37,"Safe"
"24740","Northern Territory","2015-08-14",44,"Safe"
"24741","Northern Territory","2015-08-15",44,"Safe"
"24742","Northern Territory","2015-08-16",44,"Safe"
"24743","Northern Territory","2015-08-17",44,"Safe"
"24744","Northern Territory","2015-08-18",41,"Safe"
"24745","Northern Territory","2015-08-19",43,"Safe"
"24746","Northern Territory","2015-08-20",54,"Safe"
"24747","Northern Territory","2015-08-21",43,"Safe"
"24748","Northern Territory","2015-08-22",57,"Safe"
"24749","Northern Territory","2015-08-23",46,"Safe"
"24750","Northern Territory","2015-08-24",35,"Safe"
"24751","Northern Territory","2015-08-25",44,"Safe"
"24752","Northern Territory","2015-08-26",43,"Safe"
"24753","Northern Territory","2015-08-27",43,"Safe"
"24754","Northern Territory","2015-08-28",46,"Safe"
"24755","Northern Territory","2015-08-29",37,"Safe"
"24756","Northern Territory","2015-08-30",44,"Safe"
"24757","Northern Territory","2015-08-31",57,"Safe"
"24758","Northern Territory","2015-09-01",59,"Safe"
"24759","Northern Territory","2015-09-02",54,"Safe"
"24760","Northern Territory","2015-09-03",37,"Safe"
"24761","Northern Territory","2015-09-04",37,"Safe"
"24762","Northern Territory","2015-09-05",35,"Safe"
"24763","Northern Territory","2015-09-06",46,"Safe"
"24764","Northern Territory","2015-09-07",52,"Safe"
"24765","Northern Territory","2015-09-08",57,"Safe"
"24766","Northern Territory","2015-09-09",57,"Safe"
"24767","Northern Territory","2015-09-10",52,"Safe"
"24768","Northern Territory","2015-09-11",52,"Safe"
"24769","Northern Territory","2015-09-12",50,"Safe"
"24770","Northern Territory","2015-09-13",46,"Safe"
"24771","Northern Territory","2015-09-14",39,"Safe"
"24772","Northern Territory","2015-09-15",48,"Safe"
"24773","Northern Territory","2015-09-16",37,"Safe"
"24774","Northern Territory","2015-09-17",48,"Safe"
"24775","Northern Territory","2015-09-18",41,"Safe"
"24776","Northern Territory","2015-09-19",35,"Safe"
"24777","Northern Territory","2015-09-20",37,"Safe"
"24778","Northern Territory","2015-09-21",56,"Safe"
"24779","Northern Territory","2015-09-22",50,"Safe"
"24780","Northern Territory","2015-09-23",56,"Safe"
"24781","Northern Territory","2015-09-24",50,"Safe"
"24782","Northern Territory","2015-09-25",43,"Safe"
"24783","Northern Territory","2015-09-26",39,"Safe"
"24784","Northern Territory","2015-09-27",35,"Safe"
"24785","Northern Territory","2015-09-28",37,"Safe"
"24786","Northern Territory","2015-09-29",39,"Safe"
"24787","Northern Territory","2015-09-30",52,"Safe"
"24788","Northern Territory","2015-10-01",52,"Safe"
"24789","Northern Territory","2015-10-02",59,"Safe"
"24790","Northern Territory","2015-10-03",50,"Safe"
"24791","Northern Territory","2015-10-04",50,"Safe"
"24792","Northern Territory","2015-10-05",56,"Safe"
"24793","Northern Territory","2015-10-06",52,"Safe"
"24794","Northern Territory","2015-10-07",52,"Safe"
"24795","Northern Territory","2015-10-08",65,"MinorHazard"
"24796","Northern Territory","2015-10-09",50,"Safe"
"24797","Northern Territory","2015-10-10",48,"Safe"
"24798","Northern Territory","2015-10-11",50,"Safe"
"24799","Northern Territory","2015-10-12",46,"Safe"
"24800","Northern Territory","2015-10-13",46,"Safe"
"24801","Northern Territory","2015-10-14",37,"Safe"
"24802","Northern Territory","2015-10-15",48,"Safe"
"24803","Northern Territory","2015-10-16",69,"MinorHazard"
"24804","Northern Territory","2015-10-17",65,"MinorHazard"
"24805","Northern Territory","2015-10-18",48,"Safe"
"24806","Northern Territory","2015-10-19",46,"Safe"
"24807","Northern Territory","2015-10-20",48,"Safe"
"24808","Northern Territory","2015-10-21",43,"Safe"
"24809","Northern Territory","2015-10-22",50,"Safe"
"24810","Northern Territory","2015-10-23",44,"Safe"
"24811","Northern Territory","2015-10-24",48,"Safe"
"24812","Northern Territory","2015-10-25",56,"Safe"
"24813","Northern Territory","2015-10-26",50,"Safe"
"24814","Northern Territory","2015-10-27",48,"Safe"
"24815","Northern Territory","2015-10-28",54,"Safe"
"24816","Northern Territory","2015-10-29",56,"Safe"
"24817","Northern Territory","2015-10-30",57,"Safe"
"24818","Northern Territory","2015-10-31",39,"Safe"
"24819","Northern Territory","2015-11-01",63,"MinorHazard"
"24820","Northern Territory","2015-11-02",76,"MinorHazard"
"24821","Northern Territory","2015-11-03",67,"MinorHazard"
"24822","Northern Territory","2015-11-04",41,"Safe"
"24823","Northern Territory","2015-11-05",48,"Safe"
"24824","Northern Territory","2015-11-06",78,"MinorHazard"
"24825","Northern Territory","2015-11-07",52,"Safe"
"24826","Northern Territory","2015-11-08",44,"Safe"
"24827","Northern Territory","2015-11-09",48,"Safe"
"24828","Northern Territory","2015-11-10",44,"Safe"
"24829","Northern Territory","2015-11-11",54,"Safe"
"24830","Northern Territory","2015-11-12",46,"Safe"
"24831","Northern Territory","2015-11-13",61,"Safe"
"24832","Northern Territory","2015-11-14",76,"MinorHazard"
"24833","Northern Territory","2015-11-15",50,"Safe"
"24834","Northern Territory","2015-11-16",67,"MinorHazard"
"24835","Northern Territory","2015-11-17",44,"Safe"
"24836","Northern Territory","2015-11-18",39,"Safe"
"24837","Northern Territory","2015-11-19",50,"Safe"
"24838","Northern Territory","2015-11-20",57,"Safe"
"24839","Northern Territory","2015-11-21",50,"Safe"
"24840","Northern Territory","2015-11-22",48,"Safe"
"24841","Northern Territory","2015-11-23",44,"Safe"
"24842","Northern Territory","2015-11-24",43,"Safe"
"24843","Northern Territory","2015-11-25",69,"MinorHazard"
"24844","Northern Territory","2015-11-26",72,"MinorHazard"
"24845","Northern Territory","2015-11-27",50,"Safe"
"24846","Northern Territory","2015-11-28",85,"MinorHazard"
"24847","Northern Territory","2015-11-29",96,"Damaging"
"24848","Northern Territory","2015-11-30",70,"MinorHazard"
"24849","Northern Territory","2015-12-01",61,"Safe"
"24850","Northern Territory","2015-12-02",52,"Safe"
"24851","Northern Territory","2015-12-03",43,"Safe"
"24852","Northern Territory","2015-12-04",48,"Safe"
"24853","Northern Territory","2015-12-05",57,"Safe"
"24854","Northern Territory","2015-12-06",61,"Safe"
"24855","Northern Territory","2015-12-07",56,"Safe"
"24856","Northern Territory","2015-12-08",72,"MinorHazard"
"24857","Northern Territory","2015-12-09",57,"Safe"
"24858","Northern Territory","2015-12-10",61,"Safe"
"24859","Northern Territory","2015-12-11",57,"Safe"
"24860","Northern Territory","2015-12-12",57,"Safe"
"24861","Northern Territory","2015-12-13",69,"MinorHazard"
"24862","Northern Territory","2015-12-14",65,"MinorHazard"
"24863","Northern Territory","2015-12-15",57,"Safe"
"24864","Northern Territory","2015-12-16",63,"MinorHazard"
"24865","Northern Territory","2015-12-17",59,"Safe"
"24866","Northern Territory","2015-12-18",50,"Safe"
"24867","Northern Territory","2015-12-19",61,"Safe"
"24868","Northern Territory","2015-12-20",59,"Safe"
"24869","Northern Territory","2015-12-21",44,"Safe"
"24870","Northern Territory","2015-12-22",56,"Safe"
"24871","Northern Territory","2015-12-23",67,"MinorHazard"
"24872","Northern Territory","2015-12-24",83,"MinorHazard"
"24873","Northern Territory","2015-12-25",78,"MinorHazard"
"24874","Northern Territory","2015-12-26",70,"MinorHazard"
"24875","Northern Territory","2015-12-27",69,"MinorHazard"
"24876","Northern Territory","2015-12-28",56,"Safe"
"24877","Northern Territory","2015-12-29",56,"Safe"
"24878","Northern Territory","2015-12-30",63,"MinorHazard"
"24879","Northern Territory","2015-12-31",65,"MinorHazard"
"24880","Northern Territory","2016-01-01",65,"MinorHazard"
"24881","Northern Territory","2016-01-02",50,"Safe"
"24882","Northern Territory","2016-01-03",54,"Safe"
"24883","Northern Territory","2016-01-04",54,"Safe"
"24884","Northern Territory","2016-01-05",46,"Safe"
"24885","Northern Territory","2016-01-06",43,"Safe"
"24886","Northern Territory","2016-01-07",56,"Safe"
"24887","Northern Territory","2016-01-08",50,"Safe"
"24888","Northern Territory","2016-01-09",48,"Safe"
"24889","Northern Territory","2016-01-10",56,"Safe"
"24890","Northern Territory","2016-01-11",70,"MinorHazard"
"24891","Northern Territory","2016-01-12",93,"Damaging"
"24892","Northern Territory","2016-01-13",56,"Safe"
"24893","Northern Territory","2016-01-14",63,"MinorHazard"
"24894","Northern Territory","2016-01-15",52,"Safe"
"24895","Northern Territory","2016-01-16",69,"MinorHazard"
"24896","Northern Territory","2016-01-17",31,"Safe"
"24897","Northern Territory","2016-01-18",41,"Safe"
"24898","Northern Territory","2016-01-19",57,"Safe"
"24899","Northern Territory","2016-01-20",48,"Safe"
"24900","Northern Territory","2016-01-21",43,"Safe"
"24901","Northern Territory","2016-01-22",30,"Safe"
"24902","Northern Territory","2016-01-23",37,"Safe"
"24903","Northern Territory","2016-01-24",78,"MinorHazard"
"24904","Northern Territory","2016-01-25",37,"Safe"
"24905","Northern Territory","2016-01-26",37,"Safe"
"24906","Northern Territory","2016-01-27",39,"Safe"
"24907","Northern Territory","2016-01-28",44,"Safe"
"24908","Northern Territory","2016-01-29",52,"Safe"
"24909","Northern Territory","2016-01-30",59,"Safe"
"24910","Northern Territory","2016-01-31",52,"Safe"
"24911","Northern Territory","2016-02-01",54,"Safe"
"24912","Northern Territory","2016-02-02",46,"Safe"
"24913","Northern Territory","2016-02-03",43,"Safe"
"24914","Northern Territory","2016-02-04",54,"Safe"
"24915","Northern Territory","2016-02-05",43,"Safe"
"24916","Northern Territory","2016-02-06",50,"Safe"
"24917","Northern Territory","2016-02-07",52,"Safe"
